Time (s),Grid Row,Grid Column,Soil Level,Plant Level,Coins,Instance ID
7,0,5,0,0,50,9
7,1,0,0,0,50,9
7,1,1,0,0,50,9
7,1,2,0,0,50,9
7,1,3,0,0,50,9
7,1,4,0,0,50,9
7,1,5,0,0,50,9
7,2,0,0,0,50,9
7,2,1,0,0,50,9
7,2,2,0,0,50,9
7,2,3,0,0,50,9
7,2,4,0,0,50,9
7,2,5,0,0,50,9
8,0,0,0,0,0,9
8,0,1,0,0,0,9
8,0,2,0,0,0,9
8,0,3,1,5,0,9
8,0,4,0,0,0,9
8,0,5,0,0,0,9
8,1,0,0,0,0,9
8,1,1,0,0,0,9
8,1,2,0,0,0,9
8,1,3,0,0,0,9
8,1,4,0,0,0,9
8,1,5,0,0,0,9
8,2,0,0,0,0,9
8,2,1,0,0,0,9
8,2,2,0,0,0,9
8,2,3,0,0,0,9
8,2,4,0,0,0,9
8,2,5,1,2,0,9
9,0,0,0,0,0,9
9,0,1,0,0,0,9
9,0,2,0,0,0,9
9,0,3,1,5,0,9
9,0,4,0,0,0,9
9,0,5,0,0,0,9
9,1,0,0,0,0,9
9,1,1,0,0,0,9
9,1,2,0,0,0,9
9,1,3,0,0,0,9
9,1,4,0,0,0,9
9,1,5,0,0,0,9
9,2,0,0,0,0,9
9,2,1,0,0,0,9
9,2,2,0,0,0,9
9,2,3,0,0,0,9
9,2,4,0,0,0,9
9,2,5,1,2,0,9
10,0,0,0,0,0,9
10,0,1,0,0,0,9
10,0,2,0,0,0,9
10,0,3,1,5,0,9
10,0,4,0,0,0,9
10,0,5,0,0,0,9
10,1,0,0,0,0,9
10,1,1,0,0,0,9
10,1,2,0,0,0,9
10,1,3,0,0,0,9
10,1,4,0,0,0,9
10,1,5,0,0,0,9
10,2,0,0,0,0,9
10,2,1,0,0,0,9
10,2,2,0,0,0,9
10,2,3,0,0,0,9
10,2,4,0,0,0,9
10,2,5,1,3,0,9
11,0,0,0,0,0,9
11,0,1,0,0,0,9
11,0,2,0,0,0,9
11,0,3,1,5,0,9
11,0,4,0,0,0,9
11,0,5,0,0,0,9
11,1,0,0,0,0,9
11,1,1,0,0,0,9
11,1,2,0,0,0,9
11,1,3,0,0,0,9
11,1,4,0,0,0,9
11,1,5,0,0,0,9
11,2,0,0,0,0,9
11,2,1,0,0,0,9
11,2,2,0,0,0,9
11,2,3,0,0,0,9
11,2,4,0,0,0,9
11,2,5,1,3,0,9
12,0,0,0,0,50,9
12,0,1,0,0,50,9
12,0,2,0,0,50,9
12,0,3,1,0,50,9
12,0,4,0,0,50,9
12,0,5,0,0,50,9
12,1,0,0,0,50,9
12,1,1,0,0,50,9
12,1,2,0,0,50,9
12,1,3,0,0,50,9
12,1,4,0,0,50,9
12,1,5,0,0,50,9
12,2,0,0,0,50,9
12,2,1,0,0,50,9
12,2,2,0,0,50,9
12,2,3,0,0,50,9
12,2,4,0,0,50,9
12,2,5,1,4,50,9
13,0,0,0,0,50,9
13,0,1,0,0,50,9
13,0,2,0,0,50,9
13,0,3,1,0,50,9
13,0,4,0,0,50,9
13,0,5,0,0,50,9
13,1,0,0,0,50,9
13,1,1,0,0,50,9
13,1,2,0,0,50,9
13,1,3,0,0,50,9
13,1,4,0,0,50,9
13,1,5,0,0,50,9
13,2,0,0,0,50,9
13,2,1,0,0,50,9
13,2,2,0,0,50,9
13,2,3,0,0,50,9
13,2,4,0,0,50,9
13,2,5,1,4,50,9
14,0,0,0,0,0,9
14,0,1,0,0,0,9
14,0,2,0,0,0,9
14,0,3,1,0,0,9
14,0,4,0,0,0,9
14,0,5,1,2,0,9
14,1,0,0,0,0,9
14,1,1,0,0,0,9
14,1,2,0,0,0,9
14,1,3,0,0,0,9
14,1,4,0,0,0,9
14,1,5,0,0,0,9
14,2,0,0,0,0,9
14,2,1,0,0,0,9
14,2,2,0,0,0,9
14,2,3,0,0,0,9
14,2,4,0,0,0,9
14,2,5,1,5,0,9
15,0,0,0,0,0,9
15,0,1,0,0,0,9
15,0,2,0,0,0,9
15,0,3,1,0,0,9
15,0,4,0,0,0,9
15,0,5,1,2,0,9
15,1,0,0,0,0,9
15,1,1,0,0,0,9
15,1,2,0,0,0,9
15,1,3,0,0,0,9
15,1,4,0,0,0,9
15,1,5,0,0,0,9
15,2,0,0,0,0,9
15,2,1,0,0,0,9
15,2,2,0,0,0,9
15,2,3,0,0,0,9
15,2,4,0,0,0,9
15,2,5,1,5,0,9
16,0,0,0,0,50,9
16,0,1,0,0,50,9
16,0,2,0,0,50,9
16,0,3,1,0,50,9
16,0,4,0,0,50,9
16,0,5,1,3,50,9
16,1,0,0,0,50,9
16,1,1,0,0,50,9
16,1,2,0,0,50,9
16,1,3,0,0,50,9
16,1,4,0,0,50,9
16,1,5,0,0,50,9
16,2,0,0,0,50,9
16,2,1,0,0,50,9
16,2,2,0,0,50,9
16,2,3,0,0,50,9
16,2,4,0,0,50,9
16,2,5,1,0,50,9
17,0,0,0,0,50,9
17,0,1,0,0,50,9
17,0,2,0,0,50,9
17,0,3,1,0,50,9
17,0,4,0,0,50,9
17,0,5,1,3,50,9
17,1,0,0,0,50,9
17,1,1,0,0,50,9
17,1,2,0,0,50,9
17,1,3,0,0,50,9
17,1,4,0,0,50,9
17,1,5,0,0,50,9
17,2,0,0,0,50,9
17,2,1,0,0,50,9
17,2,2,0,0,50,9
17,2,3,0,0,50,9
17,2,4,0,0,50,9
17,2,5,1,0,50,9
18,0,0,0,0,50,9
18,0,1,0,0,50,9
18,0,2,0,0,50,9
18,0,3,1,0,50,9
18,0,4,0,0,50,9
18,0,5,1,4,50,9
18,1,0,0,0,50,9
18,1,1,0,0,50,9
18,1,2,0,0,50,9
18,1,3,0,0,50,9
18,1,4,0,0,50,9
18,1,5,0,0,50,9
18,2,0,0,0,50,9
18,2,1,0,0,50,9
18,2,2,0,0,50,9
18,2,3,0,0,50,9
18,2,4,0,0,50,9
18,2,5,1,0,50,9
19,0,0,0,0,50,9
19,0,1,0,0,50,9
19,0,2,0,0,50,9
19,0,3,1,0,50,9
19,0,4,0,0,50,9
19,0,5,1,4,50,9
19,1,0,0,0,50,9
19,1,1,0,0,50,9
19,1,2,0,0,50,9
19,1,3,0,0,50,9
19,1,4,0,0,50,9
19,1,5,0,0,50,9
19,2,0,0,0,50,9
19,2,1,0,0,50,9
19,2,2,0,0,50,9
19,2,3,0,0,50,9
19,2,4,0,0,50,9
19,2,5,1,0,50,9
20,0,0,0,0,50,9
20,0,1,0,0,50,9
20,0,2,0,0,50,9
20,0,3,1,0,50,9
20,0,4,0,0,50,9
20,0,5,1,5,50,9
20,1,0,0,0,50,9
20,1,1,0,0,50,9
20,1,2,0,0,50,9
20,1,3,0,0,50,9
20,1,4,0,0,50,9
20,1,5,0,0,50,9
20,2,0,0,0,50,9
20,2,1,0,0,50,9
20,2,2,0,0,50,9
20,2,3,0,0,50,9
20,2,4,0,0,50,9
20,2,5,1,0,50,9
21,0,0,0,0,100,9
21,0,1,0,0,100,9
21,0,2,0,0,100,9
21,0,3,1,0,100,9
21,0,4,0,0,100,9
21,0,5,1,0,100,9
21,1,0,0,0,100,9
21,1,1,0,0,100,9
21,1,2,0,0,100,9
21,1,3,0,0,100,9
21,1,4,0,0,100,9
21,1,5,0,0,100,9
21,2,0,0,0,100,9
21,2,1,0,0,100,9
21,2,2,0,0,100,9
21,2,3,0,0,100,9
21,2,4,0,0,100,9
21,2,5,1,0,100,9
22,0,0,0,0,100,9
22,0,1,0,0,100,9
22,0,2,0,0,100,9
22,0,3,1,0,100,9
22,0,4,0,0,100,9
22,0,5,1,0,100,9
22,1,0,0,0,100,9
22,1,1,0,0,100,9
22,1,2,0,0,100,9
22,1,3,0,0,100,9
22,1,4,0,0,100,9
22,1,5,0,0,100,9
22,2,0,0,0,100,9
22,2,1,0,0,100,9
22,2,2,0,0,100,9
22,2,3,0,0,100,9
22,2,4,0,0,100,9
22,2,5,1,0,100,9
23,0,0,1,2,50,9
23,0,1,0,0,50,9
23,0,2,0,0,50,9
23,0,3,1,0,50,9
23,0,4,0,0,50,9
23,0,5,1,0,50,9
23,1,0,0,0,50,9
23,1,1,0,0,50,9
23,1,2,0,0,50,9
23,1,3,0,0,50,9
23,1,4,0,0,50,9
23,1,5,0,0,50,9
23,2,0,0,0,50,9
23,2,1,0,0,50,9
23,2,2,0,0,50,9
23,2,3,0,0,50,9
23,2,4,0,0,50,9
23,2,5,1,0,50,9
24,0,0,1,2,50,9
24,0,1,0,0,50,9
24,0,2,0,0,50,9
24,0,3,1,0,50,9
24,0,4,0,0,50,9
24,0,5,1,0,50,9
24,1,0,0,0,50,9
24,1,1,0,0,50,9
24,1,2,0,0,50,9
24,1,3,0,0,50,9
24,1,4,0,0,50,9
24,1,5,0,0,50,9
24,2,0,0,0,50,9
24,2,1,0,0,50,9
24,2,2,0,0,50,9
24,2,3,0,0,50,9
24,2,4,0,0,50,9
24,2,5,1,0,50,9
25,0,0,1,3,0,9
25,0,1,0,0,0,9
25,0,2,0,0,0,9
25,0,3,1,0,0,9
25,0,4,0,0,0,9
25,0,5,1,0,0,9
25,1,0,0,0,0,9
25,1,1,0,0,0,9
25,1,2,0,0,0,9
25,1,3,0,0,0,9
25,1,4,0,0,0,9
25,1,5,1,2,0,9
25,2,0,0,0,0,9
25,2,1,0,0,0,9
25,2,2,0,0,0,9
25,2,3,0,0,0,9
25,2,4,0,0,0,9
25,2,5,1,0,0,9
26,0,0,1,3,0,9
26,0,1,0,0,0,9
26,0,2,0,0,0,9
26,0,3,1,0,0,9
26,0,4,0,0,0,9
26,0,5,1,0,0,9
26,1,0,0,0,0,9
26,1,1,0,0,0,9
26,1,2,0,0,0,9
26,1,3,0,0,0,9
26,1,4,0,0,0,9
26,1,5,1,2,0,9
26,2,0,0,0,0,9
26,2,1,0,0,0,9
26,2,2,0,0,0,9
26,2,3,0,0,0,9
26,2,4,0,0,0,9
26,2,5,1,0,0,9
27,0,0,1,4,0,9
27,0,1,0,0,0,9
27,0,2,0,0,0,9
27,0,3,1,0,0,9
27,0,4,0,0,0,9
27,0,5,1,0,0,9
27,1,0,0,0,0,9
27,1,1,0,0,0,9
27,1,2,0,0,0,9
27,1,3,0,0,0,9
27,1,4,0,0,0,9
27,1,5,1,3,0,9
27,2,0,0,0,0,9
27,2,1,0,0,0,9
27,2,2,0,0,0,9
27,2,3,0,0,0,9
27,2,4,0,0,0,9
27,2,5,1,0,0,9
28,0,0,1,4,0,9
28,0,1,0,0,0,9
28,0,2,0,0,0,9
28,0,3,1,0,0,9
28,0,4,0,0,0,9
28,0,5,1,0,0,9
28,1,0,0,0,0,9
28,1,1,0,0,0,9
28,1,2,0,0,0,9
28,1,3,0,0,0,9
28,1,4,0,0,0,9
28,1,5,1,3,0,9
28,2,0,0,0,0,9
28,2,1,0,0,0,9
28,2,2,0,0,0,9
28,2,3,0,0,0,9
28,2,4,0,0,0,9
28,2,5,1,0,0,9
29,0,0,1,5,0,9
29,0,1,0,0,0,9
29,0,2,0,0,0,9
29,0,3,1,0,0,9
29,0,4,0,0,0,9
29,0,5,1,0,0,9
29,1,0,0,0,0,9
29,1,1,0,0,0,9
29,1,2,0,0,0,9
29,1,3,0,0,0,9
29,1,4,0,0,0,9
29,1,5,1,4,0,9
29,2,0,0,0,0,9
29,2,1,0,0,0,9
29,2,2,0,0,0,9
29,2,3,0,0,0,9
29,2,4,0,0,0,9
29,2,5,1,0,0,9
30,0,0,1,0,50,9
30,0,1,0,0,50,9
30,0,2,0,0,50,9
30,0,3,1,0,50,9
30,0,4,0,0,50,9
30,0,5,1,0,50,9
30,1,0,0,0,50,9
30,1,1,0,0,50,9
30,1,2,0,0,50,9
30,1,3,0,0,50,9
30,1,4,0,0,50,9
30,1,5,1,4,50,9
30,2,0,0,0,50,9
30,2,1,0,0,50,9
30,2,2,0,0,50,9
30,2,3,0,0,50,9
30,2,4,0,0,50,9
30,2,5,1,0,50,9
31,0,0,1,0,50,9
31,0,1,0,0,50,9
31,0,2,0,0,50,9
31,0,3,1,0,50,9
31,0,4,0,0,50,9
31,0,5,1,0,50,9
31,1,0,0,0,50,9
31,1,1,0,0,50,9
31,1,2,0,0,50,9
31,1,3,0,0,50,9
31,1,4,0,0,50,9
31,1,5,1,5,50,9
31,2,0,0,0,50,9
31,2,1,0,0,50,9
31,2,2,0,0,50,9
31,2,3,0,0,50,9
31,2,4,0,0,50,9
31,2,5,1,0,50,9
32,0,0,1,0,50,9
32,0,1,0,0,50,9
32,0,2,0,0,50,9
32,0,3,1,0,50,9
32,0,4,0,0,50,9
32,0,5,1,0,50,9
32,1,0,0,0,50,9
32,1,1,0,0,50,9
32,1,2,0,0,50,9
32,1,3,0,0,50,9
32,1,4,0,0,50,9
32,1,5,1,5,50,9
32,2,0,0,0,50,9
32,2,1,0,0,50,9
32,2,2,0,0,50,9
32,2,3,0,0,50,9
32,2,4,0,0,50,9
32,2,5,1,0,50,9
33,0,0,1,0,100,9
33,0,1,0,0,100,9
33,0,2,0,0,100,9
33,0,3,1,0,100,9
33,0,4,0,0,100,9
33,0,5,1,0,100,9
33,1,0,0,0,100,9
33,1,1,0,0,100,9
33,1,2,0,0,100,9
33,1,3,0,0,100,9
33,1,4,0,0,100,9
33,1,5,1,0,100,9
33,2,0,0,0,100,9
33,2,1,0,0,100,9
33,2,2,0,0,100,9
33,2,3,0,0,100,9
33,2,4,0,0,100,9
33,2,5,1,0,100,9
34,0,0,1,0,100,9
34,0,1,0,0,100,9
34,0,2,0,0,100,9
34,0,3,1,0,100,9
34,0,4,0,0,100,9
34,0,5,1,0,100,9
34,1,0,0,0,100,9
34,1,1,0,0,100,9
34,1,2,0,0,100,9
34,1,3,0,0,100,9
34,1,4,0,0,100,9
34,1,5,1,0,100,9
34,2,0,0,0,100,9
34,2,1,0,0,100,9
34,2,2,0,0,100,9
34,2,3,0,0,100,9
34,2,4,0,0,100,9
34,2,5,1,0,100,9
35,0,0,1,0,100,9
35,0,1,0,0,100,9
35,0,2,0,0,100,9
35,0,3,1,0,100,9
35,0,4,0,0,100,9
35,0,5,1,0,100,9
35,1,0,0,0,100,9
35,1,1,0,0,100,9
35,1,2,0,0,100,9
35,1,3,0,0,100,9
35,1,4,0,0,100,9
35,1,5,1,0,100,9
35,2,0,0,0,100,9
35,2,1,0,0,100,9
35,2,2,0,0,100,9
35,2,3,0,0,100,9
35,2,4,0,0,100,9
35,2,5,1,0,100,9
36,0,0,1,0,100,9
36,0,1,0,0,100,9
36,0,2,0,0,100,9
36,0,3,1,0,100,9
36,0,4,0,0,100,9
36,0,5,1,0,100,9
36,1,0,0,0,100,9
36,1,1,0,0,100,9
36,1,2,0,0,100,9
36,1,3,0,0,100,9
36,1,4,0,0,100,9
36,1,5,1,0,100,9
36,2,0,0,0,100,9
36,2,1,0,0,100,9
36,2,2,0,0,100,9
36,2,3,0,0,100,9
36,2,4,0,0,100,9
36,2,5,1,0,100,9
37,0,0,1,0,50,9
37,0,1,0,0,50,9
37,0,2,0,0,50,9
37,0,3,1,0,50,9
37,0,4,0,0,50,9
37,0,5,1,0,50,9
37,1,0,0,0,50,9
37,1,1,0,0,50,9
37,1,2,0,0,50,9
37,1,3,0,0,50,9
37,1,4,0,0,50,9
37,1,5,1,0,50,9
37,2,0,0,0,50,9
37,2,1,0,0,50,9
37,2,2,0,0,50,9
37,2,3,0,0,50,9
37,2,4,1,2,50,9
37,2,5,1,0,50,9
38,0,0,1,0,50,9
38,0,1,0,0,50,9
38,0,2,0,0,50,9
38,0,3,1,0,50,9
38,0,4,0,0,50,9
38,0,5,1,0,50,9
38,1,0,0,0,50,9
38,1,1,0,0,50,9
38,1,2,0,0,50,9
38,1,3,0,0,50,9
38,1,4,0,0,50,9
38,1,5,1,0,50,9
38,2,0,0,0,50,9
38,2,1,0,0,50,9
38,2,2,0,0,50,9
38,2,3,0,0,50,9
38,2,4,1,2,50,9
38,2,5,1,0,50,9
39,0,0,1,0,50,9
39,0,1,0,0,50,9
39,0,2,0,0,50,9
39,0,3,1,0,50,9
39,0,4,0,0,50,9
39,0,5,1,0,50,9
39,1,0,0,0,50,9
39,1,1,0,0,50,9
39,1,2,0,0,50,9
39,1,3,0,0,50,9
39,1,4,0,0,50,9
39,1,5,1,0,50,9
39,2,0,0,0,50,9
39,2,1,0,0,50,9
39,2,2,0,0,50,9
39,2,3,0,0,50,9
39,2,4,1,3,50,9
39,2,5,1,0,50,9
40,0,0,1,0,50,9
40,0,1,0,0,50,9
40,0,2,0,0,50,9
40,0,3,1,0,50,9
40,0,4,0,0,50,9
40,0,5,1,0,50,9
40,1,0,0,0,50,9
40,1,1,0,0,50,9
40,1,2,0,0,50,9
40,1,3,0,0,50,9
40,1,4,0,0,50,9
40,1,5,1,0,50,9
40,2,0,0,0,50,9
40,2,1,0,0,50,9
40,2,2,0,0,50,9
40,2,3,0,0,50,9
40,2,4,1,3,50,9
40,2,5,1,0,50,9
41,0,0,1,0,50,9
41,0,1,0,0,50,9
41,0,2,0,0,50,9
41,0,3,1,0,50,9
41,0,4,0,0,50,9
41,0,5,1,0,50,9
41,1,0,0,0,50,9
41,1,1,0,0,50,9
41,1,2,0,0,50,9
41,1,3,0,0,50,9
41,1,4,0,0,50,9
41,1,5,1,0,50,9
41,2,0,0,0,50,9
41,2,1,0,0,50,9
41,2,2,0,0,50,9
41,2,3,0,0,50,9
41,2,4,1,4,50,9
41,2,5,1,0,50,9
42,0,0,1,0,0,9
42,0,1,0,0,0,9
42,0,2,0,0,0,9
42,0,3,1,0,0,9
42,0,4,0,0,0,9
42,0,5,1,0,0,9
42,1,0,0,0,0,9
42,1,1,1,2,0,9
42,1,2,0,0,0,9
42,1,3,0,0,0,9
42,1,4,0,0,0,9
42,1,5,1,0,0,9
42,2,0,0,0,0,9
42,2,1,0,0,0,9
42,2,2,0,0,0,9
42,2,3,0,0,0,9
42,2,4,1,4,0,9
42,2,5,1,0,0,9
43,0,0,1,0,0,9
43,0,1,0,0,0,9
43,0,2,0,0,0,9
43,0,3,1,0,0,9
43,0,4,0,0,0,9
43,0,5,1,0,0,9
43,1,0,0,0,0,9
43,1,1,1,2,0,9
43,1,2,0,0,0,9
43,1,3,0,0,0,9
43,1,4,0,0,0,9
43,1,5,1,0,0,9
43,2,0,0,0,0,9
43,2,1,0,0,0,9
43,2,2,0,0,0,9
43,2,3,0,0,0,9
43,2,4,1,5,0,9
43,2,5,1,0,0,9
44,0,0,1,0,0,9
44,0,1,0,0,0,9
44,0,2,0,0,0,9
44,0,3,1,0,0,9
44,0,4,0,0,0,9
44,0,5,1,0,0,9
44,1,0,0,0,0,9
44,1,1,1,3,0,9
44,1,2,0,0,0,9
44,1,3,0,0,0,9
44,1,4,0,0,0,9
44,1,5,1,0,0,9
44,2,0,0,0,0,9
44,2,1,0,0,0,9
44,2,2,0,0,0,9
44,2,3,0,0,0,9
44,2,4,1,5,0,9
44,2,5,1,0,0,9
45,0,0,1,0,50,9
45,0,1,0,0,50,9
45,0,2,0,0,50,9
45,0,3,1,0,50,9
45,0,4,0,0,50,9
45,0,5,1,0,50,9
45,1,0,0,0,50,9
45,1,1,1,3,50,9
45,1,2,0,0,50,9
45,1,3,0,0,50,9
45,1,4,0,0,50,9
45,1,5,1,0,50,9
45,2,0,0,0,50,9
45,2,1,0,0,50,9
45,2,2,0,0,50,9
45,2,3,0,0,50,9
45,2,4,1,0,50,9
45,2,5,1,0,50,9
46,0,0,1,0,50,9
46,0,1,0,0,50,9
46,0,2,0,0,50,9
46,0,3,1,0,50,9
46,0,4,0,0,50,9
46,0,5,1,0,50,9
46,1,0,0,0,50,9
46,1,1,1,4,50,9
46,1,2,0,0,50,9
46,1,3,0,0,50,9
46,1,4,0,0,50,9
46,1,5,1,0,50,9
46,2,0,0,0,50,9
46,2,1,0,0,50,9
46,2,2,0,0,50,9
46,2,3,0,0,50,9
46,2,4,1,0,50,9
46,2,5,1,0,50,9
47,0,0,1,0,50,9
47,0,1,0,0,50,9
47,0,2,0,0,50,9
47,0,3,1,0,50,9
47,0,4,0,0,50,9
47,0,5,1,0,50,9
47,1,0,0,0,50,9
47,1,1,1,4,50,9
47,1,2,0,0,50,9
47,1,3,0,0,50,9
47,1,4,0,0,50,9
47,1,5,1,0,50,9
47,2,0,0,0,50,9
47,2,1,0,0,50,9
47,2,2,0,0,50,9
47,2,3,0,0,50,9
47,2,4,1,0,50,9
47,2,5,1,0,50,9
48,0,0,1,0,0,9
48,0,1,0,0,0,9
48,0,2,0,0,0,9
48,0,3,1,0,0,9
48,0,4,0,0,0,9
48,0,5,1,0,0,9
48,1,0,1,2,0,9
48,1,1,1,5,0,9
48,1,2,0,0,0,9
48,1,3,0,0,0,9
48,1,4,0,0,0,9
48,1,5,1,0,0,9
48,2,0,0,0,0,9
48,2,1,0,0,0,9
48,2,2,0,0,0,9
48,2,3,0,0,0,9
48,2,4,1,0,0,9
48,2,5,1,0,0,9
49,0,0,1,0,0,9
49,0,1,0,0,0,9
49,0,2,0,0,0,9
49,0,3,1,0,0,9
49,0,4,0,0,0,9
49,0,5,1,0,0,9
49,1,0,1,2,0,9
49,1,1,1,5,0,9
49,1,2,0,0,0,9
49,1,3,0,0,0,9
49,1,4,0,0,0,9
49,1,5,1,0,0,9
49,2,0,0,0,0,9
49,2,1,0,0,0,9
49,2,2,0,0,0,9
49,2,3,0,0,0,9
49,2,4,1,0,0,9
49,2,5,1,0,0,9
50,0,0,1,0,0,9
50,0,1,0,0,0,9
50,0,2,0,0,0,9
50,0,3,1,0,0,9
50,0,4,0,0,0,9
50,0,5,1,0,0,9
50,1,0,1,3,0,9
50,1,1,1,5,0,9
50,1,2,0,0,0,9
50,1,3,0,0,0,9
50,1,4,0,0,0,9
50,1,5,1,0,0,9
50,2,0,0,0,0,9
50,2,1,0,0,0,9
50,2,2,0,0,0,9
50,2,3,0,0,0,9
50,2,4,1,0,0,9
50,2,5,1,0,0,9
51,0,0,1,0,0,9
51,0,1,0,0,0,9
51,0,2,0,0,0,9
51,0,3,1,0,0,9
51,0,4,0,0,0,9
51,0,5,1,0,0,9
51,1,0,1,3,0,9
51,1,1,1,5,0,9
51,1,2,0,0,0,9
51,1,3,0,0,0,9
51,1,4,0,0,0,9
51,1,5,1,0,0,9
51,2,0,0,0,0,9
51,2,1,0,0,0,9
51,2,2,0,0,0,9
51,2,3,0,0,0,9
51,2,4,1,0,0,9
51,2,5,1,0,0,9
52,0,0,1,0,50,9
52,0,1,0,0,50,9
52,0,2,0,0,50,9
52,0,3,1,0,50,9
52,0,4,0,0,50,9
52,0,5,1,0,50,9
52,1,0,1,4,50,9
52,1,1,1,0,50,9
52,1,2,0,0,50,9
52,1,3,0,0,50,9
52,1,4,0,0,50,9
52,1,5,1,0,50,9
52,2,0,0,0,50,9
52,2,1,0,0,50,9
52,2,2,0,0,50,9
52,2,3,0,0,50,9
52,2,4,1,0,50,9
52,2,5,1,0,50,9
53,0,0,1,0,50,9
53,0,1,0,0,50,9
53,0,2,0,0,50,9
53,0,3,1,0,50,9
53,0,4,0,0,50,9
53,0,5,1,0,50,9
53,1,0,1,4,50,9
53,1,1,1,0,50,9
53,1,2,0,0,50,9
53,1,3,0,0,50,9
53,1,4,0,0,50,9
53,1,5,1,0,50,9
53,2,0,0,0,50,9
53,2,1,0,0,50,9
53,2,2,0,0,50,9
53,2,3,0,0,50,9
53,2,4,1,0,50,9
53,2,5,1,0,50,9
54,0,0,1,0,0,9
54,0,1,0,0,0,9
54,0,2,0,0,0,9
54,0,3,1,0,0,9
54,0,4,0,0,0,9
54,0,5,1,0,0,9
54,1,0,1,5,0,9
54,1,1,1,0,0,9
54,1,2,0,0,0,9
54,1,3,0,0,0,9
54,1,4,0,0,0,9
54,1,5,1,0,0,9
54,2,0,1,2,0,9
54,2,1,0,0,0,9
54,2,2,0,0,0,9
54,2,3,0,0,0,9
54,2,4,1,0,0,9
54,2,5,1,0,0,9
55,0,0,1,0,0,9
55,0,1,0,0,0,9
55,0,2,0,0,0,9
55,0,3,1,0,0,9
